id	title	abstract	year	journal	citations 
807	Real-Time Anomaly Detection of NoSQL Systems Based on Resource Usage Monitoring	Today, the emergence of the industry revolution systems such as Industry 4.0, Internet of Things, and big data frameworks poses new challenges in terms of storage and processing of real-time data. As systems scale in humongous sizes, a crucial task is to administer the variety of different subsystems and applications to ensure high performance. This is directly related with the identification and elimination of system failures and errors, while the system runs. In particular, database systems may experience abnormalities related with decreased throughput or increased resource usage, that in turn affects system performance. In this article, we focus on not only SQL (NoSQL) database systems that are ideal for storing sensor data in the concept of Industry 4.0. This typically includes a variety of applications and workloads that are difficult to online monitor, thus making anomaly detection a challenging task. Creating a robust platform to serve such infrastructures with minimum hardware or software failures is a key challenge. In this article, we propose RADAR, an anomaly detection system that works on real time. RADAR is a data-driven decision-making system for NoSQL systems, by providing process information extraction during resource monitoring and by associating resource usage with the top processes, to identify anomalous cases. In this article, we focus on anomalies such as hardware failures or software bugs that could lead to abnormal application runs, without necessarily stopping system functionality, e.g., due to a system crash, but by affecting its performance, e.g., decreased database system throughput. Although different patterns may occur through time, we focus on periodic running workloads (e.g., monitoring daily usage) that are very common for NoSQL systems, and Internet of Things scenarios where data streams are forwarded to the Cloud for storage and processing. We apply various machine learning algorithms such as autoregressive integrated moving average (ARIMA), seasonal ARIMA, and long-short-term memory recurrent neural networks. We experimentally analyze our solution to demonstrate the benefits of supporting online erroneous state identification and characterization for modern applications. © 2005-2012 IEEE.	2020	IEEE Transactions on Industrial Informatics	8
808	Dynamic Resource Provisioning with Fault Tolerance for Data-Intensive Meteorological Workflows in Cloud	Cloud computing is a formidable paradigm to provide resources for handling the services from Industrial Internet of Things (IIoT), such as meteorological industry. Generally, the meteorological services, with complex interdependent logics, are modeled as workflows. When any of the computing nodes for hosting the meteorological workflows fail, all sorts of consequences (e.g., data loss, makespan enlargement, performance degradation, etc.) could arise. Thus recovering the failed tasks as well as optimizing the makespan and the load balance of the computing nodes is still a critical challenge. To address this challenge, a dynamic resource provisioning method (DRPM) with fault tolerance for the data-intensive meteorological workflows is proposed in this article. Technically, the Virtual Layer 2 (VL2) network topology is exploited to build meteorological cloud infrastructure. Then, the nondominated sorting genetic algorithm II (NSGA-II) is employed to minimize the makespan and improve the load balance. Finally, comprehensive experimental analysis of DRPM are proceeded. © 2005-2012 IEEE.	2020	IEEE Transactions on Industrial Informatics	87
809	Intelligent UAV Identity Authentication and Safety Supervision Based on Behavior Modeling and Prediction	Since unmanned aerial vehicles (UAVs) can be controlled remotely in the absence of a unified means of identity authentication, they are quite vulnerable for illegal control by unidentifiable users. Only by tracing the identity of UAV itself, or providing management to pilots, current UAV identity authentication mechanism is far from achieving 'single machine for single person.' With the development of artificial intelligence, it is possible to achieve automatic UAV identification. Therefore, this article proposes a behavior-based intelligent UAV identification and security supervision. Based on location tracking and flying data acquisition provided by the airborne black box, the UAV's behavioral data are collected on real time. Then, a reliable identification of UAVs is completed through the behavioral modeling, and a warning is issued in the potential illegal cases. It provides the government with intelligent control and disposal decision basis for flying UAVs. © 2005-2012 IEEE.	2020	IEEE Transactions on Industrial Informatics	14
810	Seamless Authentication: For IoT-Big Data Technologies in Smart Industrial Application Systems	Technological developments in communication technologies in the form of hardware and software have made unilateral sensor connectivity over Internet access that facilitates data observation and measurement of physical entities. A technology known as Internet of Things (IoT) is commonly referred to as the connectivity of Internet devices that provides the communication interactivity between the physical and the cyber objects. One of the key objectives of Internet computing is to simplify human activities and improve the user experience and device access. To explore its basic challenges, big data is somehow diversified into smart-data intelligence that transforms the raw semantic data into smart-data. The transformation approaches realize the significance of productivity and financial gain, which in turn offers a better decision-making process and privacy preservation. Moreover, the intelligent system collects raw data from different devices that analyze the extracted information. Since IoT plays a significant role in the development of a new source dataset, a seamless authentication protocol (SAP) is preferably chosen to coalesce data inference, algorithm development, and technological advancement. The comparative analysis proves that the proposed SAP consumes less computation and communication overhead as compared to other authentication schemes. © 2005-2012 IEEE.	2021	IEEE Transactions on Industrial Informatics	19
811	Integration of a Threat Traceability Solution in the Industrial Internet of Things	In industrial Internet of Things (IIoT) scenarios, where a plethora of IoT technologies coexist with consolidated industrial infrastructures, the integration of security mechanisms that provide protection against cyber-security attacks becomes a critical challenge. Due to the stealthy and persistent nature of some of these attacks, such as Advanced Persistent Threats, it is crucial to go beyond traditional intrusion detection systems (IDSs) for the traceability of these attacks. In this sense, opinion dynamics poses a novel approach for the correlation of anomalies, which has been successfully applied to other network security domains. In this article, we aim to analyze its applicability in the IIoT from a technical point of view, by studying its deployment over different IIoT architectures and defining a common framework for the acquisition of data considering the computational constraints involved. The result is a beneficial insight that demonstrates the feasibility of this approach when applied to upcoming IIoT infrastructures. © 2005-2012 IEEE.	2020	IEEE Transactions on Industrial Informatics	14
812	Mesoscale Particle Size Predictive Model for Operational Optimal Control of Bauxite Ore Grinding Process	This article investigates the use of a mesoscale kinetic model to cooperate with the operational optimal control of bauxite ore grinding process. In this article, we propose a new modeling framework where a discretized distributed parameter macroscale model and a mesoscale kinetic model are combined to predict the grinding product particle size. The mesoscale kinetic method does not need an explicit model of the process because it describes the process as a stochastic process. However, the high computational demand has prevented the kinetic model from using an online setting. We overcome this problem by embedding an acceleration algorithm based on the \tau-leap method. The proposed model is validated using experimental data. Finally, a solution of the bauxite ore grinding operational optimal control is proposed and the cooperation of the predictive model with other modular is demonstrated. © 2005-2012 IEEE.	2020	IEEE Transactions on Industrial Informatics	5
813	Compound TCP Performance for Industry 4.0 WiFi: A Cognitive Federated Learning Approach	Understanding the performance of compound transmission control protocol (C-TCP) in wireless settings is complicated because of C-TCP's hybrid congestion control, and the complex interdependencies between losses due to wireless channel errors, medium access control (MAC)-layer collisions, and access point (AP) buffer overflows. In this article, we develop a comprehensive model to study the performance of long-lived C-TCP flows over Industry 4.0 WiFi infrastructure, taking all losses into account. Our mathematical model includes WiFi system parameters, such as the retransmissions limit and the AP buffer size, in order to see how they affect transport-layer throughput and fairness. More importantly, we extend the analytical model to multiple APs, and compare the performance of a dual AP scenario with a conventional single AP scenario. Our results show that using cognitive radio and federated learning techniques in the industrial multiple APs scenario can substantially improve the performance. © 2005-2012 IEEE.	2021	IEEE Transactions on Industrial Informatics	16
814	Efficient and Privacy-Enhanced Federated Learning for Industrial Artificial Intelligence	By leveraging deep learning-based technologies, industrial artificial intelligence (IAI) has been applied to solve various industrial challenging problems in Industry 4.0. However, for privacy reasons, traditional centralized training may be unsuitable for sensitive data-driven industrial scenarios, such as healthcare and autopilot. Recently, federated learning has received widespread attention, since it enables participants to collaboratively learn a shared model without revealing their local data. However, studies have shown that, by exploiting the shared parameters adversaries can still compromise industrial applications such as auto-driving navigation systems, medical data in wearable devices, and industrial robots' decision making. In this article, to solve this problem, we propose an efficient and privacy-enhanced federated learning (PEFL) scheme for IAI. Compared with existing solutions, PEFL is noninteractive, and can prevent private data from being leaked even if multiple entities collude with each other. Moreover, extensive experiments with real-world data demonstrate the superiority of PEFL in terms of accuracy and efficiency. © 2005-2012 IEEE.	2020	IEEE Transactions on Industrial Informatics	163
815	EmIr-Auth: Eye Movement and Iris-Based Portable Remote Authentication for Smart Grid	With the development of Industry 4.0, the communication of smart grid has recently been taken seriously to ensure secure communication between operator and control center. However, the authentication process between them faces many challenges. Once the attacker successfully authenticated in the control center, the privacy data in the smart grid may leak and cause irreparable damage to the user. In addition, operator authentication is one of the most basic and crucial processes. Therefore, we propose the eye-movement and iris recognition based authentication (EmIr-Auth), a novel biometrics-based remote operator authentication scheme. EmIr-Auth uses the recorded eye-movement trajectory and randomly selected iris image to authenticate operators, which is beneficial in that it is able to get rid of many cryptographic computations, as well as the need to minimize message exchange. Furthermore, except for a high-resolution camera, we do not require any additional biometric sensors in this scheme. Using the Burrows-Abadi-Needham logic, in this article, we demonstrate that our scheme provides secure authentication. Moreover, we analyze the attacks that EmIr-Auth can resist by informal security analysis. Experimental results show that EmIr-Auth is efficient enough to deploy on portable devices and reduce the overhead of authentication procedure. © 2005-2012 IEEE.	2020	IEEE Transactions on Industrial Informatics	16
816	Secure Transmission of Compressed Sampling Data Using Edge Clouds	Cloud capability is considered to be extended to the edge of the Internet for improving the security of data transmission. Compressive sensing (CS) has been widely studied as a built-in privacy-preserving layer to provide some cryptographic features while sampling and compressing, including data confidentiality guarantees and data integrity guarantees. Unfortunately, most existing CS-based ciphers are too lightweight or highly complex to meet the requirements of both high security of transmitting the captured data over the Internet and low energy consumption of sensing devices in the Internet of Things (IoT). In this article, a secure transmission framework for CS data by combining CS-based cipher and edge computing is proposed. From the perspective of security, the double-layer encryption mechanism and double-layer authentication mechanism are rooted in it by performing some privacy-preserving operations, including CS-based encryption, CS-based hash, information splitting, strong encryption, and feature extraction. Most significantly, the proposed framework is very useful for resource-limited IoT applications. © 2005-2012 IEEE.	2020	IEEE Transactions on Industrial Informatics	25
817	Blockchain-Enabled Secure Energy Trading with Verifiable Fairness in Industrial Internet of Things	Energy trading in Industrial Internet of Things (IIoT), a fundamental approach to realize Industry 4.0, plays a vital role in satisfying energy demands and optimizing system efficiency. Existing research works utilize a utility company to distribute energy to energy nodes with the help of energy brokers. Afterwards, they apply blockchain to provide transparency, immutability, and auditability of peer-to-peer (P2P) energy trading. However, their schemes are constructed on a weak security model and do not consider the cheating attack initiated by energy sellers. Such an attack refers to an energy seller refusing to transfer the negotiated energy to an energy purchaser who already paid money. In this article, we propose FeneChain, a blockchain-based energy trading scheme to supervise and manage the energy trading process toward building a secure energy trading system and improving energy quality for Industry 4.0. Specifically, we leverage anonymous authentication to protect user privacy, and we design a timed-commitments-based mechanism to guarantee the verifiable fairness during energy trading. Moreover, we utilize fine-grained access control for energy trading services. We also build a consortium blockchain among energy brokers to verify and record energy trading transactions. Finally, we formally analyze the security and privacy of FeneChain and evaluate its performance (i.e., computational costs and communication overhead) by implementing a prototype via a local Ethereum test network and Raspberry Pi. © 2005-2012 IEEE.	2020	IEEE Transactions on Industrial Informatics	78
818	Faster Authenticated Key Agreement with Perfect Forward Secrecy for Industrial Internet-of-Things	Industrial Internet-of-Things (IIoT) is the basis of Industry 4.0, which extends Internet connectivity beyond traditional computing devices like computers and smartphones to the physical world for improving efficiency and accuracy while reducing the production cost. However, there are tremendous security threats to IIoT, such as IIoT device hijacking and data leaks. Therefore, a lightweight authenticated key agreement (AKA) protocol is commonly applied to establish a session key for securing the communication between IIoT devices. To protect the previous session keys from being compromised, perfect forward secrecy (PFS) has been one of the most important security properties of AKA. In this article, we present an efficient PFS-enabled AKA protocol for IIoT systems, which is developed based on a new dynamic authentication credential (DAC) framework, without using any public-key cryptographic primitives. It is worth noting that our protocol is also faster than the state-of-the-art DAC-based AKA protocols with PFS. Moreover, we give the formal security result of the proposed protocol in the random oracle model. © 2005-2012 IEEE.	2020	IEEE Transactions on Industrial Informatics	22
819	Edge-Computing-Based Channel Allocation for Deadline-Driven IoT Networks	Multichannel communication is an important means to improve the reliability of low-power Internet-of-Things (IoT) networks. Typically, data transmissions in IoT networks are often required to be delivered before a given deadline, making deadline-driven channel allocation an essential task. The existing works on time-division multiple access often fail to establish channel schedules to meet the deadline requirement, as they often assume that transmissions can be successful within one transmission slot. Besides, the allocation and link estimation incur considerable overhead for the IoT nodes. In this article, we propose an edge-based channel allocation (ECA) for unreliable IoT networks. In ECA, we explicitly consider the impact of allocation sequences and employ a recurrent-neural-network-based channel estimation scheme. We utilize link quality and retransmission opportunities to maximize the packet delivery ratio before deadline. The allocation algorithms are executed on edge servers such that: 1) the channel allocation can be updated more frequently to deal with the wireless dynamics; 2) the allocation results can be obtained in real time; and 3) channel estimation can be more accurate. Extensive evaluation results show that ECA can significantly improve the reliability of deadline-driven IoT networks. © 2005-2012 IEEE.	2020	IEEE Transactions on Industrial Informatics	8
820	Secure Metering Data Aggregation with Batch Verification in Industrial Smart Grid	Smart grid can greatly improve the efficiency, reliability, and sustainability of the traditional grids. In industrial smart grid, real-time user-side metering data may be frequently collected for monitoring and controlling electricity consumption. However, the procedure of frequently metering data collection may lead to sensitive information leakage. To address the security issues in industrial smart grid, in this article, we construct an efficient identity-based metering data aggregation scheme supporting batch verification by collector and electricity service provider, respectively, which guarantees the privacy and integrity of metering data. In our scheme, collectors are allowed to collect and aggregate the metering data of users in their respective administrative domain without compromising the confidentiality of metering data. Security analysis demonstrates that our proposed scheme is provably secure in the random oracle and satisfies the above security requirements. Performance analysis indicates that our scheme outperforms existing solutions in terms of communication and computation costs. © 2005-2012 IEEE.	2020	IEEE Transactions on Industrial Informatics	19
821	Learning URL Embedding for Malicious Website Detection	The emergence of artificial intelligence technology has promoted the development of the Internet of Things. However, this promising cyber technology can encounter serious security problems while accessing the internet. A malicious website can disguise itself as a normal website, and obtain users' private information. Thus, it is very important to detect malicious websites using tools such as machine learning (ML) algorithms, as these algorithms can help us to identify abnormal information hidden in the mass traffic more easily. Accordingly, many feature engineering tasks must be performed from memory, as a strong machine learning model is greatly improved with good features. In this article, we propose an unsupervised learning algorithm that learns URL embedding. We also explore some key parameters regarding a domain embedding model to obtain a good effect on domain features. © 2005-2012 IEEE.	2020	IEEE Transactions on Industrial Informatics	40
822	AR-Net: Adaptive Attention and Residual Refinement Network for Copy-Move Forgery Detection	In copy-move forgery, the illumination and contrast of tampered and genuine regions are highly consistent, which poses a greater challenge in copy-move forgery detection. In this article, an end-to-end neural network is proposed based on adaptive attention and residual refinement network (AR-Net). Specifically, position and channel attention features are fused by the adaptive attention mechanism to fully capture context information and enrich the representation of features. Second, deep matching is adopted to compute the self-correlation between feature maps, and atrous spatial pyramid pooling fuses the scaled correlation maps to generate the coarse mask. Finally, the coarse mask is optimized through the residual refinement module, which retains the structure of object boundaries. Extensive experiments, evaluated on CASIAII, COVERAGE, and CoMoFoD datasets, demonstrate that the AR-Net has superior performance than state-of-the-art algorithms and can locate tampered and corresponding genuine regions at the pixel level. In addition, AR-Net has high robustness on postprocessing operations, such as noise, blur, and JPEG recompression. © 2005-2012 IEEE.	2020	IEEE Transactions on Industrial Informatics	39
823	Fault Location Technology for Power System Based on Information about the Power Internet of Things	In order to improve the reliability and continuity of the power distribution system, power Internet of Things analysis monitoring system was constructed in this article, and the system was used for comprehensive applications such as data acquisition and fault analysis. Fault location methods considering distribution phasor measurement unit (D-PMU) information and network symmetry characteristics are proposed. With the measurement information provided by the D-PMU, the fault sections and the fault types are determined by the phase difference between the positive and negative sequence currents. Different location algorithms are obtained based on the load symmetry of the distribution network. The fault location method based on the line distribution parameters is used for the three-phase symmetric system, and the fault location method based on line impedance is proposed for the three-phase asymmetric system. Finally, the effect of different nodes with a D-PMU on the fault location accuracy is analyzed, and the configuration principle of the D-PMU was proposed. The PSCAD/MATLAB simulation software is used to analyze the example and verify the effectiveness of the proposed method. The simulation results demonstrate that high-precision fault location could be realized and that the practicality and economy are improved. © 2005-2012 IEEE.	2020	IEEE Transactions on Industrial Informatics	36
824	Cognitive Optimal-Setting Control of AIoT Industrial Applications with Deep Reinforcement Learning	For industrial applications of the artificial intelligence of things, mechanical control usually affects the overall product output and production schedule. Recently, more and more engineers have applied the deep reinforcement learning method to mechanical control to improve the company's profit. However, the problem of deep reinforcement learning training stage is that overfitting often occurs, which results in accidental control and increases the risk of overcontrol. In order to address this problem, in this article, an expected advantage learning method is proposed for moderating the maximum value of expectation-based deep reinforcement learning for industrial applications. With the tanh softmax policy of the softmax function, we replace the sigmod function with the tanh function as the softmax function activation value. It makes it so that the proposed expectation-based method can successfully decrease the value overfitting in cognitive computing. In the experimental results, the performance of the Deep Q Network algorithm, advantage learning algorithm, and propose expected advantage learning method were evaluated in every episodes with the four criteria: the total score, total step, average score, and highest score. Comparing with the AL algorithm, the total score of the proposed expected advantage learning method is increased by 6% in the same number of trainings. This shows that the action probability distribution of the proposed expected advantage learning method has better performance than the traditional soft-max strategy for the optimal setting control of industrial applications. © 2005-2012 IEEE.	2021	IEEE Transactions on Industrial Informatics	14
825	Designing Secure Lightweight Blockchain-Enabled RFID-Based Authentication Protocol for Supply Chains in 5G Mobile Edge Computing Environment	Secure real-time data about goods in transit in supply chains needs bandwidth having capacity that is not fulfilled with the current infrastructure. Hence, 5G-enabled Internet of Things (IoT) in mobile edge computing is intended to substantially increase this capacity. To deal with this issue, in this article, we design a new efficient lightweight blockchain-enabled radio frequency identification (RFID)-based authentication protocol for supply chains in 5G mobile edge computing environment, called lightweight blockchain-enabled RFID-based authentication protocol (LBRAPS). LBRAPS is based on bitwise exclusive-or (XOR), one-way cryptographic hash and bitwise rotation operations only. LBRAPS is shown to be secure against various attacks. Moreover, the simulation-based formal security verification using the broadly-accepted Automated Validation of Internet Security Protocols and Applications (AVISPA) tool assures that LBRAPS is secure. Finally, it is shown that LBRAPS has better trade-off among its security and functionality features, communication and computation costs as compared to those for existing protocols. © 2005-2012 IEEE.	2020	IEEE Transactions on Industrial Informatics	88
826	Efficient QoS Support for Robust Resource Allocation in Blockchain-Based Femtocell Networks	Blockchain-based femtocell networks aim to build decentralized frameworks which enable easy deployment and low power consumption, thus they have been seen promising technologies to make up the coverage of cellular networks in the next generation communication system. This article aims to employ power control to support quality-of-service provisioning, especially the guarantee for the transmission rate of a macrocell user (MUE) and the time delay of femtocell users (FUEs) in two-tier femtocell networks, where the MUE and FUEs share the same communication channel. We formulate the interactions among the macrocell base station and FUEs as a Stackelberg game to maximize the utilities of MUE and FUEs by obtaining the optimal power allocation and pricing strategy. Considering the uncertainty of channel gain which is expressed as a function of transmission distance, we propose a worst-case method to transform the uncertain optimization problem into a deterministic one. We then design two algorithms by considering the dynamics of FUEs, i.e., FUEs may join and leave femtocells. Numerical results verify the convergence and superior performance of our proposed algorithms. © 2005-2012 IEEE.	2020	IEEE Transactions on Industrial Informatics	35
827	Interpretable and Accurate Convolutional Neural Networks for Human Activity Recognition	With the advances of sensing technology and deep learning, deep learning based human activity recognition from sensor signal data has been actively studied. While deep neural networks can automatically extract features appropriate for the target task and focus on increasing the recognition performance, they cannot select important input sensor signals, which leads to the lack of interpretability. Since not all signals from wearable sensors are important for the target task, sensor signal importance will be insightful information for practitioners. In this article, we propose an interpretable and accurate convolutional neural network capable of select important sensor signals. This is enabled by spatially sparse convolutional filters whose sparsity is imposed by spatial group lasso. While there is a tradeoff between accuracy and interpretability in a model, experimental results on the opportunity activity recognition dataset show that the proposed model can help improve recognition performance and select important sensor signals, providing interpretability. © 2005-2012 IEEE.	2020	IEEE Transactions on Industrial Informatics	16
828	Distributed Acoustic Beamforming with Blockchain Protection	Speech is a natural user interface for the Internet of Things system. However, the presence of noise affects severely the performance of such system. With the deployment of smart devices with microphones, one can form a powerful acoustic sensor network to enhance the speech via beamforming techniques. On the other hand, reliability of data transmission also determines the beamforming performance, since faulty data will drift the beamformer steering location randomly. Currently, there is no protection scheme for acoustic data transmitted over the wireless network in order to keep steady beamforming performance. In this article, we design a compound distributed beamformer, where nodes are grouped and the system is embedded with blockchain technology to protect the data integrity during transmission. It attempts to provide more possible reliable connections between groups. Simulated experiments show that the distributed beamformer with blockchain protection is able to maintain steady beamforming performance. © 2005-2012 IEEE.	2020	IEEE Transactions on Industrial Informatics	
829	Incentive Mechanism for Edge Computing-Based Blockchain: A Sequential Game Approach	Dueto its distributed characteristics, the development and deployment of the blockchain framework are able to provide feasible solutions for a wide range of Internet of Things (IoT) applications. While the IoT devices are usually resource-limited, how to make sure the acquisition of computational resources and participation of the devices will be the driving force to realize blockchain at the network edge. In this article, an edge computing-based blockchain framework is considered, where multiple edge service providers (ESPs) can provide computational resources to the devices for mining. We mainly focus on investigating the trading between the devices and ESPs in the computational resource market, where ESPs act as the sellers and devices act as the buyers. Accordingly, a sequential game model is formulated and by exploring the sequential Nash equilibrium (SE), the existence of the optimal solutions of selling and buying strategies can be proved. Then, a deep Q-network-based algorithm with modified experience replay update method is applied to find the optimal strategies. Through theoretical analysis and simulations, we demonstrate the effectiveness of the proposed incentive mechanism on forming the blockchain via the assistance of edge computing. © 2005-2012 IEEE.	2022	IEEE Transactions on Industrial Informatics	2
830	Incentive Mechanism for Edge-Computing-Based Blockchain	Blockchain has been gradually applied to different Internet-of-Things platforms. As the efficiency of the blockchain mainly depends on the network computing capability, how to make sure the acquisition of the computational resources and participation of the devices would be the driving force. In this article, we focus on investigating incentive mechanism for rational miners to purchase the computational resources. An edge-computing-based blockchain network is considered, where the edge service provider (ESP) can provide computational resources for the miners. Accordingly, we formulate a two-stage Stackelberg game between the miners and ESP. The aim is to investigate SE of the optimal mining strategy under the two different mining schemes, in order to find the optimal incentive for the ESP and miners to choose autofit strategies. Through theoretical analysis and numerical simulations, we can demonstrate the effectiveness of the proposed scheme on encouraging devices to participate the blockchain. © 2005-2012 IEEE.	2020	IEEE Transactions on Industrial Informatics	30
831	Evaluation of Lower Leg Muscle Activities during Human Walking Assisted by an Ankle Exoskeleton	Wearable robots like ankle exoskeletons have demonstrated the capability to enhance human mobility and to reduce biological efforts of human locomotion. The type of assistance provided by ankle exoskeletons could influence the lower leg muscle activities during human walking. This article aimed to systematically evaluate the lower leg muscle activities under different ankle exoskeleton assistance conditions. We measured multiple electromyography-based metrics of five lower leg muscles, while the participants walked with an ankle exoskeleton on a treadmill. Nine assistance conditions, which combined three peak times (46%, 49%, and 52% of stride time) and three peak torque levels (0.3, 0.5, and 0.7 N$\cdot$m$\cdot$kg$^{-1}$), are applied to assist plantarflexion during ankle push-off. Nine healthy subjects participated in the experiments. Of all investigated muscles, the activity level of l.SOL is influenced the most when exoskeleton assistance is applied. The root mean square of l.SOL activity reduces by 33.6 $\pm$ 14.0% under one assistance condition compared to walking without the exoskeleton. Our results can be used to guide studies on mechanical and control designs to improve neuromuscular interactions between exoskeletons and wearers. © 2005-2012 IEEE.	2020	IEEE Transactions on Industrial Informatics	20
832	Assessing the Risk of Low Back Pain and Injury via Inertial and Barometric Sensors	Low back pain affects one in three workers in the world and is among the biggest causes of absence from work. Almost 75% of back injuries occur when lifting loads. In warehousing, agriculture, and construction, for example, workers are continuously handling loads manually. If incorrectly performed, these tasks put the workers at risk of back pain, injuries, and musculoskeletal disorders. Monitoring how the loads are lifted is key to quickly detecting which workers are showing dangerous behaviors, so that they can be (re)trained to perform the task safely, thereby reducing the risk of injury. This article presents a system based on artificial intelligence (AI) that exploits wearable sensors to assess the safety level of workers lifting loads. The system consists of a reflective safety jacket equipped with two barometric altimeters, a triaxial accelerometer, and a triaxial magnetometer. The sensors of the jacket continuously record these signals during the workday. The system then fuses the data from the two barometric altimeters in order to detect when the worker lifted loads. A neural classifier uses the signals recorded by the accelerometer and magnetometer to determine whether or not the task was performed safely. The system was tested on 30 workers and achieved an accuracy of 95.6%. © 2005-2012 IEEE.	2020	IEEE Transactions on Industrial Informatics	13
833	A Noninvasive Blood Glucose Monitoring System Based on Smartphone PPG Signal Processing and Machine Learning	Blood glucose level needs to be monitored regularly to manage the health condition of hyperglycemic patients. The current glucose measurement approaches still rely on invasive techniques which are uncomfortable and raise the risk of infection. To facilitate daily care at home, in this article, we propose an intelligent, noninvasive blood glucose monitoring system which can differentiate a user's blood glucose level into normal, borderline, and warning based on smartphone photoplethysmography (PPG) signals. The main implementation processes of the proposed system include 1) a novel algorithm for acquiring PPG signals using only smartphone camera videos; 2) a fitting-based sliding window algorithm to remove varying degrees of baseline drifts and segment the signal into single periods; 3) extracting characteristic features from the Gaussian functions by comparing PPG signals at different blood glucose levels; 4) categorizing the valid samples into three glucose levels by applying machine learning algorithms. Our proposed system was evaluated on a data set of 80 subjects. Experimental results demonstrate that the system can separate valid signals from invalid ones at an accuracy of 97.54$\%$ and the overall accuracy of estimating the blood glucose levels reaches 81.49$\%$. The proposed system provides a reference for the introduction of noninvasive blood glucose technology into daily or clinical applications. This article also indicates that smartphone-based PPG signals have great potential to assess an individual's blood glucose level. © 2005-2012 IEEE.	2020	IEEE Transactions on Industrial Informatics	32
834	QoE-Based Mobility-Aware Collaborative Video Streaming on the Edge of 5G	Today's Internet traffic is dominated by video streaming applications transmitted through wireless/cellular interfaces of mobile devices. Although ultrahigh-definition videos are now easily transmitted through mobile devices, video quality level that users perceive is generally lower than expected due to distance-based high latency between sources and end-users. Mobile edge computing (MEC) paradigm is expected to address this issue and provide users with higher perceived quality of experience (QoE) for latency-critical applications, deploying MEC servers at edges. However, due to capacity concerns on MEC servers, a more comprehensive approach is needed to meet users' expectations applying all possible operations over the resources such as caching, prefetching, and task offloading policies depending on the data repetition or memory/CPU utilization. To address these issues, this article proposes a novel collaborative QoE-based mobility-aware video streaming scheme deployed at MEC servers. Throughout the article, we demonstrate how the proposed scheme can be implemented so as to preserve the desired QoE level per user during entire video sessions. Performance of the proposed scheme has been investigated by extensive simulations. In comparison to existing schemes, the results illustrate that high efficiency is achieved through collaboration among MEC servers, utilizing explicit window size adaptation, collaborative prefetching, and handover among the edges. © 2005-2012 IEEE.	2020	IEEE Transactions on Industrial Informatics	20
835	Wearable EBG-Backed Belt Antenna for Smart On-Body Applications	This article presents an innovative belt antenna with an electromagnetic band-gap (EBG) ground plane made of textile materials. The antenna can be applied in a smart belt system to set up a communication link with other electronic devices and/or host a variety of sensors to track human motions. The proposed belt antenna works at 2.45 GHz in the industrial, scientific, and medical radio band for Bluetooth low energy communications. Considering the effect the human body would have on the performance of a belt antenna, a textile ground plane is designed to be integrated into the trouser fabric behind the belt to provide isolation from the body and simultaneously improve antenna radiation characteristics. Through the application of the ground plane, the belt antenna achieves a maximum realized gain of 7.94 dBi and a minimum specific absorption rate of 0.04 W/kg at 0.5 W input power. During the design process, characteristic mode analysis is used to explore the underlining principle and further optimize the antenna performance. Two typical EBG structures are analyzed in detail for this application scenario. The suspended transmission line method is used to evaluate EBG performance variations when the textile ground plane is bent. A prototype of such a system is fabricated and tested. Experimental results shows that the belt antenna, together with the textile EBG ground plane, is an excellent candidate for a smart belt system with desirable radiation pattern, efficiency, and safety limit. © 2005-2012 IEEE.	2020	IEEE Transactions on Industrial Informatics	22
836	A Coincidence-Filtering-Based Approach for CNNs in EEG-Based Recognition	Electroencephalogram (EEG), obtained by wearable devices, can realize effective human health monitoring. Traditional methods based on artificially designed features have achieved valid results in EEG-based recognition, and numerous studies start to apply deep learning techniques in this area. In this article, we propose a coincidence-filtering-based method to build a connection between artificial-features-based methods and convolutional neural networks (CNNs), and design CNNs through simulating the information extraction pattern of artificial-features-based methods. Based on this method, we propose a novel, simple, and effective CNNs structure for EEG-based classification. We implement two experiments to obtain EEG data, and perform experiments based on the two health monitoring tasks. The results illustrate that the proposed network can achieve a prominent average accuracy on the emotion recognition and fatigue driving detection task. Due to its generality, the proposed framework design of CNNs is expected to be useful for broader applications in health monitoring areas. © 2005-2012 IEEE.	2020	IEEE Transactions on Industrial Informatics	21
837	Homecare-Oriented Intelligent Long-Term Monitoring of Blood Pressure Using Electrocardiogram Signals	Long-term blood pressure (BP) monitoring is a widely used approach in a homecare intelligent system. However, BP is usually measured using cuff-based devices with tedious operation in practice, which may not be cost effective for continuous BP tracking. In this article, we propose a novel attention-based multitask network with a weighting scheme for BP estimation by analyzing and modeling single lead electrocardiogram (ECG) signals. Experimental results demonstrate that the proposed method could achieve mean error of systolic blood pressure, diastolic blood pressure, and mean arterial pressure estimation in levels of 0.18 $\pm$ 10.83, 1.24 $\pm$ 5.90, and 0.84 $\pm$ 6.47 mmHg, respectively. In comparison to other cutting-edge methods using ECG signals, the proposed method shows superior BP estimation performance. By integrating with a wearable/portable ECG monitoring device, the proposed model can be deployed to an embedded system or remote healthcare intelligent system to provide long-term BP monitoring service, which would help to reduce the incidence of malignant events happened in hypertensive population. © 2005-2012 IEEE.	2020	IEEE Transactions on Industrial Informatics	12
