id	term	label
1237	wireless medical sensor networks | (WMSNs)	keyword
1238	whale optimization algorithm | (WOA)	keyword
1239	workpiece | (WP)	keyword
1240	wireless power network | (WPN)	keyword
1241	wind power producer | (WPP)	keyword
1242	wireless power transfer | (WPT)	keyword
1243	wolf search algorithm | (WSA)	keyword
1244	wheel slip control | (WSC)	keyword
1245	wireless sensor network | (WSN)	keyword
1246	Wireless sensor networks | (WSNs)	keyword
1247	wind turbine | (WT)	keyword
1248	wireless time sensitive networking | (WTSN)	keyword
1249	wind turbines | (WTs)	keyword
1250	wastewater treatment processes | (WWTPs)	keyword
1251	web virtual reality geographical information system | (WebVRGIS)	keyword
1252	wireless NCSs | (WiNCSs)	keyword
1253	wake-up call | (WuC)	keyword
1254	wake-up radio | (WuR)	keyword
1255	zero moment point | (ZMP)	keyword
1256	bootstrap aggregating | (bagging)	keyword
1257	critical machine-type communication | (cMTC)	keyword
1258	collaborative robots | (cobots)	keyword
1259	divide-and-conquer approach to the i-MILP | (dc-MILP)	keyword
1260	enhanced mobile broadband | (eMBB)	keyword
1261	electrode-level battery state of health | (eSOH)	keyword
1262	electronic textile | (eTextile)	keyword
1263	gNodeB | (gNB)	keyword
1264	integrated mixed-integer linear programming formulation | (i-MILP)	keyword
1265	identically distributed | (i.i.d.)	keyword
1266	industrial cyber-physical systems | (iCPS)	keyword
1267	inspired elephant herding optimization | (iEHO)	keyword
1268	IP parallel redundancy protocol | (iPRP)	keyword
1269	k nearest neighbors | (kNN)	keyword
1270	multilayer fusion region proposal network | (mLRPN)	keyword
1271	massive machine-type communications | (mMTC)	keyword
1272	Massive machine-type Internet of Things (IoT) communication | (mMTIC)	keyword
1273	multidimensional region-based fully convolutional network | (mRFCN)	keyword
1274	micro-Kalman filter | (micro-KF)	keyword
1275	Millimeter wave | (mmW)	keyword
1276	non-independently and identically distributed | (non-IID)	keyword
1277	parallel artificial bee colony | (pABC)	keyword
1278	surface electromyogram | (sEMG)	keyword
1279	s preferences, and then finds Pareto-optimal compromises | (seeds)	keyword
1280	several groups, each of which is optimized by a subpopulation | (species)	keyword
1281	the ECPUB and | (t, n)	noise
1282	tele-intensive care unit | (tele-ICU)	keyword
1283	value-driven RDT | (vdRDT)	keyword
1284	wireless SHARP | (w-SHARP)	keyword
